id,firstName,lastName,address,city,state,zip,phone,sex,birthDate,stat,mood,charge
9334,Aditya,Grebbin,1608 Tulip Tree Court,Houston,TX,77230,972-592-5970,0,1959-03-28,38.87848032068959,tough,BRIBERY PECUNIARY BENEFIT
9335,Carlyn,Swendell,1192 Elderberry Way,Wellpinit,WA,99040,509-457-0714,1,1978-11-13,30.589040473800353,loose,ENUMBERATION OF UNREASONABLE NOISE VEHICLES
9336,Angelika,Onyon,P.O. Box 1458,Tacoma,WA,98477,425-110-8265,1,1982-10-12,44.32373641634682,logical,VIOLATES ANY PROVISION RULE REGULATION OR ORDER OF THE DEPT OR ANY CON
9337,Robet,Botger,501 Birch Ave.,Chicago Ridge,IL,60415,773-436-1546,0,1996-08-07,23.030532548516575,wary,DRUG MANUFACTURE DISTRIBUTE DESIGNER DRUG
9338,Chelcee,Dewan,4436 Elm Avenue,Gary,IN,46402,219-555-2409,1,1950-03-02,89.75318936552782,sorry,PRODUCING IDENTIFICATION
9339,Webster,Yerrill,4118 Oak Way,Granville,PA,17029,272-424-4974,0,1991-02-17,84.19620372866355,let,DRG LIC SUS REV PURS TO SEC 3802 1547B1
9340,Demetrius,Grantham,4327 Tupelo Avenue,Carter,MT,59420,406-811-4527,0,1953-02-09,35.813275886350105,giddy,LOUD DIST UNNECESSARY NOISE
9341,Okey,Tallboy,6200 Holly Blvd,Viewtown,VA,22746,276-786-4567,0,1974-01-02,80.03125082336807,secure,CERTIF SALVAGE ASSIGNED IN BLANK
9342,Timisha,Harmston,3420 Spruce Rd.,Craftsbury,VT,05826,802-728-8852,1,1986-09-25,74.3088588131411,torn,DISCHARGING FIREARMS PROHIBITED
9343,Jadzia,Taylor,6753 Oak Rd,Reno,NV,89506,775-518-3442,1,1984-09-26,85.14529494413749,tepid,USE OF ARTIFICIAL NATURAL BAIT
9344,Kewon,Growden,4915 Elm Circle,Upperglade,WV,26266,304-307-4867,0,1980-12-26,49.00679343341332,infuriated,EXCEED 35 MPH IN URBAN DIST BY 48 MPH
9345,Latamara,Thurgood,5146 Yellowwood Street,Lehr,ND,58460,701-895-6276,1,1981-05-09,78.69990924505392,bad,SUBMIT CLAIM W FALSE INFO
9346,Jacklyn,Sabathe,8427 Plum Avenue,New Haven,CT,06532,959-973-9063,1,1972-12-17,71.40130991603579,grumpy,NO REFLECTORS
9347,Jaquavious,Pim,8422 Pear Ln,Palatine,IL,60055,815-384-5329,0,1961-10-02,99.42143847170694,suspenseful,SOLICITATION OF MINOR TO TRAFFIC DRUGS
9348,Antonette,Sharplin,P.O. Box 4302,Slidell,TX,76267,903-629-6986,1,1953-07-13,38.00742394338734,ignorant,EXCEED MAX SPEED LIM ESTB BY 61 MPH
9349,Norberto,Prin,5484 Willow Ln.,Marriottsville,MD,21104,667-782-0703,0,1997-11-02,93.52934396076917,devious,DUI CONTROLLED SUBSTANCE IMPAIRED ABILITY 1ST OFFENSE
9350,Keeley,Pace,9065 Peach Ave.,Valley City,ND,58072,701-094-9004,1,1992-03-07,20.136562014612096,transformed,FAIL MANUF DISTRI TO BE LIC RGST
9351,Wendi,Rixon,9407 Yellowwood Court,Des Moines,IA,50332,319-154-1340,1,1950-05-15,43.04211896940522,tacky,CRIMINAL USE OF COMMUNICATION FACILITY
9352,Meghaan,Eglington,1738 Fir Way,Deary,ID,83823,208-135-9185,1,1994-06-19,40.79058852947537,talkative,POSS LIQUEFIED AMMONIA IN UNAPPROVED CONTAINER
9353,Tylyn,Simnel,3170 Locust Way,Edinboro,PA,16412,484-269-6160,1,1970-10-03,63.30838149442503,justified,OFFICIAL OPPRESSION
9354,Norwood,Woolner,1994 Olive Boulevard,Thida,AR,72165,870-305-8025,0,1954-12-31,98.10095283876552,excited,VIOL RULES REGS ARTIF NAT WATERS
9355,Manar,Kleinerman,P.O. Box 9100,Scottsburg,IN,47170,463-390-7799,1,1976-03-23,29.388994539385703,disturbed,DEC BUS PRACT FALSE MIS STATE CRED
9356,Noa,Labern,1322 Tulip Tree Avenue,Raleigh,NC,27621,743-009-7947,1,1996-06-20,10.028460029602766,indifferent,UNLAWFUL TO PERMIT PERSONS UNDER 21
9357,Melvyn,Zanre,9678 Willow St,New York Mills,NY,13417,914-288-7080,0,1953-10-15,21.176248016868897,just,RECONSTRUCTED VEHICLES GENERAL RULE
9358,Bilma,Jepson,1502 Sassafras Ct,Tuscumbia,MO,65082,636-735-7198,1,1960-05-28,48.94468106444115,owned,DOG W O MUZZLE
9359,Teona,Haddinton,6707 Pine Ln,Superior,AZ,85273,520-212-5376,1,1969-09-09,94.0691184552385,tortured,DISCHARGING A FIREARM IN PUBLIC
9360,Heliodoro,Chesshyre,3532 Sassafras Ave,Forest Park,GA,30298,770-980-2519,0,1971-01-11,87.52245500544764,oppressed,INSTITUTIONAL VANDALISM
9361,Jenniferann,Vowels,5975 Elm Ave.,Liberty Corner,NJ,07938,862-909-2102,1,1953-06-17,95.15773829418562,devastated,GENERAL RULE INTERFERE WITH TAKING OF WILDLIFE
9362,Kenyana,Puden,8098 Apple Blvd,Anaheim,CA,92804,213-129-7575,1,1971-12-22,76.87996492422691,specified,LEARNER ACCOMPANIED SUPERVISING DRIVER LICENSED IN VEHICLE CLASS
9363,Genelle,Adcocks,324 Plum Ave.,Crooked Creek,AK,99575,907-311-4481,1,1960-01-26,39.11362224423847,open,NOISE DISTURBANCE PROHIBITED
9364,Nuno,Manderson,6002 Palm Blvd,Hesperus,CO,81326,970-576-4762,0,1970-06-03,92.1035400625237,adored,LOUD DIST UNNECESSARY NOISE
9365,Nicollette,Melland,2720 Birch Boulevard,Fruitland,IA,52749,712-809-0047,1,1953-11-27,85.89884841153685,self-conscious,DRVG UND INF ALCO CTRL SUB 2ND OFF
9366,Kawena,Dimsdale,10 Ash Ave.,Shields,ND,58569,701-417-2510,0,1982-03-07,17.23537047806723,aggressive,DISCHARGE OF FIREARMS FIREWORKS
9367,Hira,Golda,9330 Walnut Ct.,Torrance,CA,90506,559-648-4257,1,1989-04-20,50.00097783927011,insane,IMPROPER LEFT TURN
9368,Daiquan,Darbey,5826 Pine Street,Charleston,WV,25365,681-180-2520,0,1974-03-10,75.9534833344407,frisky,ILLEGAL PARK W I 20 FT OF FIRE STATION
9369,Tashayla,Bradtke,9824 Pear Court,Tampa,FL,33647,239-945-3724,1,1950-04-26,15.395360114948224,dismal,STALKING BY COMM ADD FEAR BODILY INJURY
9370,Herschel,Dadge,6456 Pear Ave,Garards Fort,PA,15334,724-498-6145,0,1972-08-14,25.26033745727961,predatory,FORGE OR COUNTERFEIT STAMPS OR LABELS
9371,Sion,Pail,1192 Plum Ave,Bassett,AR,72313,501-506-8011,0,1989-08-03,94.07310102387041,matter,FARE EVASION CLASS 1 THRU 2
9372,Bas,McAdam,6698 Olive Ln.,Sarasota,FL,34278,239-913-9238,1,1969-12-08,90.31447321043075,forgotten,IMPROP TIRES STUDDED
9373,Alixandra,Ivanets,2768 Maple Ct,Tujunga,CA,91043,858-596-1611,1,1954-11-14,43.746545315532664,controlled,EXCEED 35 MPH IN URBAN DIST BY 37 MPH
9374,Vasthi,Sanbrooke,5588 Oak Circle,Van Nuys,CA,91405,818-805-2517,1,1982-04-07,55.603196843132245,ribald,PERSON IN TOWED VEHICLE
9375,Tyus,Kersley,6699 Alder Ave.,Farmingdale,NY,11737,347-126-4445,0,1956-12-14,31.52493204852829,stressed,WKR COMP FRAUD CONSPIRE TO PRESENT FALSE CLAIM
9376,Frady,McAvinchey,354 Holly Circle,Parker,PA,16049,878-829-6357,1,1986-08-19,54.71371117149461,dark,VIOL RULES REG PROTECT WATER SUPPLY
9377,Alexio,Stienton,7139 Magnolia Road,Tuscarora,NV,89834,725-088-6119,0,1962-11-07,72.42096705065273,inhibited,FALSE IMPRISONMENT
9378,Nixzaliz,Cossam,9026 Olive Rd,Centertown,MO,65023,660-362-0851,1,1958-01-24,52.17812334645696,elated,EXCEED MAX SPEED LIM ESTB BY 72 MPH
9379,Takeem,Geane,4969 Tupelo Ct.,Des Moines,IA,50333,515-237-3484,0,1980-04-08,76.39752621784844,incredulous,PARK IMPROP ONE WAY HIGHWAY
9380,Tomasita,Rampton,6088 Beech Lane,Acworth,GA,30101,229-275-9421,1,1974-03-14,51.277680275919636,merciless,ACCIDENT VICTIM DIES
9381,Edmundo,Blanden,9216 Chestnut Lane,Bushkill,PA,18324,484-899-2051,0,1968-11-06,87.51252620402752,harmonious,INDECENT ASSAULT VICTIM SUFFERS MENTAL DISABILITY INCAPABLE OF CONSENT
9382,Donyale,Cymper,4751 Magnolia Ct,Prudhoe Bay,AK,99734,907-970-6678,1,1960-08-18,31.060600529689285,predatory,INVESTIGATION RECORDS
9383,Garrett,Beaument,7266 Gum St,Wagontown,PA,19376,267-716-4785,0,1963-11-09,94.52375921465357,offended,ACCIDENTS INVOLVING DAMAGE TO UNATTENDED VEH
9384,Virna,Schule,8220 Hickory Blvd.,Mountain Home,TN,37684,731-494-5201,1,1997-07-07,80.32822391152179,disgraced,DISCHARGING OF FIREARMS
9385,Lafayette,Muffin,2824 Juniper Blvd.,Linneus,MO,64653,816-971-7700,0,1977-07-04,62.71862383432319,solemn,PASSENGERS PROHIBITED
9386,Redonna,Mc Pake,6152 Willow Rd,Canton,MS,39046,601-571-0310,1,1988-12-06,37.75970470222906,ribald,VIOL RULES REGS PROT PRO FISH NEAR WATER
9387,Keyona,Bennison,P.O. Box 9490,Ivor,VA,23866,804-483-3550,1,1972-06-02,73.07459224816739,wild,EXCEED MAX SPEED LIM ESTB BY 26 MPH
9388,Moira,Alexandersen,5501 Olive St,Kooskia,ID,83539,986-252-6304,1,1991-04-15,58.10898406207446,apprehensive,IMPROP BRAKES
9389,Lucecita,Beaten,4396 Apple St.,Courtland,MS,38620,601-027-7640,1,1966-06-22,40.48605988793116,hurt,EXCEED 65 MPH ON INTERSTATE BY 22 MPH
9390,Darlynn,Joscelyn,4655 Tulip Tree Circle,Allensville,PA,17002,878-424-7760,1,1951-03-31,92.94465776582415,desolate,OPERATING A METHAMPHETAMINE LAB
9391,Katy,Yakebovich,4641 Sassafras Avenue,Sunset,TX,76270,830-313-1657,1,1963-01-20,50.221303785572196,receptive,KIDNAPPING FOR RANSOM
9392,Laurinda,Duffan,7307 Elderberry Ln.,Pittsburgh,PA,15205,484-258-1902,1,1970-06-25,15.796483115712547,fortunate,POSS OF UNSTAMPED CIG
9393,Jazmon,Tutchener,4600 Elderberry Ave.,Chicago,IL,60613,872-610-1454,1,1975-09-23,56.190068587067245,defeated,PARK AFTER HOURS
9394,Michaelle,Goudie,8575 Apple Road,Huntington,WV,25777,304-851-3736,1,1985-01-14,49.6837236073102,shocked,UNLAWFUL OPER SNOW ATV DISOBEY TRAFFIC SIGNAL
9395,Vishal,Cumbes,1764 Juniper Road,Oklahoma City,OK,73184,539-987-9858,0,1974-05-21,77.96438227122965,young,UNATTENDED VEHICLE ON PRIVATE PROPERTY
9396,Genessis,Masic,8424 Dogwood Ln.,Rogers City,MI,49779,517-419-9487,1,1983-02-11,84.18059599763902,apologetic,SOLICITING WITHOUT A PERMIT LICENSE
9397,Audreanna,Vanini,4824 Walnut Boulevard,Corpus Christi,TX,78401,806-525-7345,1,1951-04-04,35.228828610118015,beaten,DISORDERLY CONDUCT DEFINED
9398,Rosenda,Skepper,785 Maple Blvd,Piqua,OH,45356,513-378-3173,1,1953-09-08,71.16378879713797,forthright,MISREPRESENT SALE PROMOTION AS BEING FOR A CHARITY
9399,Selenia,Oxtoby,P.O. Box 3931,Galveston,TX,77550,469-222-0781,1,1983-10-30,45.16857285246956,dismal,DISPOSITION OF VEHICLE OR VEHICLE PART WITH ALTERED VEHICLE IDENTIFICATION
9400,Justin,Grubb,1300 Cypress St.,Staten Island,NY,10308,914-478-7539,0,1990-02-09,83.19846624948501,pessimistic,LOCAL PER FOR AGRICULTURAL PURPOSES
9401,Graceann,Milnes,6936 Fir Blvd,Portage,MI,49002,989-691-8290,1,1952-05-10,57.19296654081306,smothered,ANIMAL FIGHTING PAY ADMISSION
9402,Sharanda,Scarsbrick,5723 Hickory Ct,Loma Linda,CA,92354,442-105-6105,1,1964-01-29,92.7897104014548,rich,EXCEED 25 MPH RESIDENCE DIST BY 4 MPH
9403,Chevelle,Swatton,3069 Magnolia Lane,Peoria,AZ,85382,928-826-7748,1,1971-04-07,57.54061985028942,discarded,EXCEED 25 MPH RESIDENCE DIST BY 49
9404,Nalleli,Eaden,929 Elm Blvd,Parkston,SD,57366,605-186-0540,1,1991-11-23,27.53222354138427,desperate,PROPELLANT SOURCE OF THE PAINTBALL GUN OR MARKER IS NOT DISCONNECTED
9405,Elizabeth,Epelett,7107 Spruce Way,State Line,MS,39362,662-255-9659,1,1995-03-20,96.49932664043028,lifeless,AGGRAVATED ASSAULT BY WATERCRAFT WHILE OPERATING UNDER INFLUENCE
9406,Shaheim,Roo,1594 Pine Avenue,Vesuvius,VA,24483,571-787-8203,0,1970-01-20,50.26698644520601,sincere,EXCEED 25 MPH RESIDENCE DIST BY 37 MPH
9407,Athanasia,Belcher,7372 Cypress Ln,Champaign,IL,61824,217-358-5408,1,1952-11-12,80.11162829990684,cross,INTERFERE TAKING WILDLIFE DRIVE DISTURB WILDLIFE
9408,Unborn,Iddiens,605 Elderberry Street,New Bern,NC,28561,919-779-4695,1,1951-09-07,81.62726725362342,awe,PROCEED PAST RED LIGHT OR STOP SIGN
9409,Stephanny,McVitty,P.O. Box 9984,Los Angeles,CA,90076,760-687-8229,1,1957-08-03,35.2786990685764,awestruck,OPEN CONTAINER LAW
9410,Michaelene,Bywaters,9925 Tulip Tree Way,Brookfield,WI,53045,414-577-1011,1,1982-02-26,41.71756279675585,angry,FAIL RENDER ASSIS AFTER HUNT ACCID
9411,Aracely,Lyddyard,6450 Sumac Boulevard,De Kalb Junction,NY,13630,838-558-8217,1,1964-02-18,75.2834165552083,shamed,PEACE AND GOOD ORDER
9412,Lonie,Bowler,2296 Cypress Way,Elkridge,MD,21075,443-647-5475,1,1996-12-04,43.907064971378674,delicate,AGGRAVATED ASSAULT GENERAL
9413,Kinsey,Behagg,3254 Chestnut Boulevard,Casstown,OH,45312,567-142-9432,1,1954-03-01,91.07928197808803,unruly,OPERATING WATERCRAFT WITH HIGH RATE OF ALCOHOL 3RD OR SUBSEQUENT OFFENSE
9414,Jenelle,Brakewell,104 Poplar Ct,Gardena,CA,90248,707-776-4553,1,1981-11-03,31.632330185426518,loving,DISORDERLY HOUSE
9415,Shuronda,Arlidge,6545 Elderberry St.,Phoenix,AZ,85098,520-517-1996,1,1967-02-26,58.14481277396024,merry,DAMAGE REAL PERSONAL PROPERTY
9416,Lavena,McNeill,1128 Gum Boulevard,Losantville,IN,47354,317-998-2915,1,1969-09-21,55.79669026479799,callous,NO DUMPING OR LITTERING
9417,Jessie,Mauger,1043 Alder Street,Rumney,NH,03266,603-778-8015,1,1971-06-07,17.74620749868694,practical,EXCEED 55 MPH IN OTHER LOC BY 70 MPH
9418,Brittnay,Tacon,7184 Cherry Rd,Boonville,NY,13309,585-526-5244,1,1987-05-11,77.31141061426442,enthusiastic,REGULATION BUMPER REQ
9419,Eliasar,McIsaac,4489 Juniper St.,Pelham,NH,03076,603-972-9720,0,1953-11-07,69.5098293521735,grumpy,PERSONS IN TWP PARK AFTER HOURS
9420,Takisha,Bramer,8048 Peach Circle,Orlando,FL,32831,850-965-1333,1,1964-12-18,74.58655766822687,tranquil,EXCEED SPEED LIM SCHOOL ZONE BY 23 MPH
9421,Kandice,Blasoni,3357 Elm Rd.,Stockton,CA,95219,442-546-1218,1,1986-02-05,36.00429285499383,practical,FAIL TO USE SAFETY BELT DRIVER AND VEHICLE OCCUPANT
9422,Anjannette,Tansill,6251 Apple Lane,Middlesex,NY,14507,646-884-7167,1,1966-10-24,86.65269931761284,doubtful,POSESSION OF WEAPON IN COUNTY PARK
9423,Syliva,Westman,5919 Willow Road,Boynton Beach,FL,33435,407-155-6520,1,1967-04-21,57.44065892340039,tacky,DUI CONTROLLED SUBSTANCE OR METABOLITE 3RD OFFENSE
9424,Angus,MacAnelley,1808 Spruce St.,Mark Center,OH,43536,330-794-8611,0,1974-09-04,73.24729117694758,tarnished,IMPROPER SAFETY CHAINS
9425,Nieves,Capeloff,3724 Fir Way,Hubbard Lake,MI,49747,517-011-0650,1,1953-09-11,84.43832507324726,smothered,EXCEED 35 MPH IN URBAN DIST BY 44 MPH
9426,Kujtim,Twentyman,6693 Alder Blvd,Dendron,VA,23839,804-363-2951,0,1965-11-06,75.4642262753378,grateful,DEALERS RETENTION OF PM INSPECTION
9427,Josias,Balogh,1024 Tulip Tree Avenue,Maugansville,MD,21767,410-245-0879,0,1982-03-01,52.633652385245036,dismal,DUI MINOR 2ND OFF
9428,Baudelio,Tucknott,P.O. Box 6983,Mosquero,NM,87733,505-228-8602,0,1950-10-30,61.2700710801368,disconnected,SUBMIT MED CLAIM UNREL SERV
9429,Jakub,Weatherell,6593 Crabapple Ave,Frederick,CO,80530,720-535-1158,0,1953-12-21,92.90078444800963,odd,ENDANGERING WELFARE OF CHILDREN PREVENT INTERFERE WITH MAKING REPORT
9430,Tesla,Tidbold,P.O. Box 9222,Houston,TX,77267,915-487-9819,1,1982-07-13,57.211581361838284,gullible,ALTERATION OR DESTRUCTION OF VEHICLE IDENTIFICATION NUMBER
9431,Irfan,Aiken,1709 Olive Ave,Farmersville Station,NY,14060,315-647-3387,0,1972-11-02,77.68557667359876,indifferent,POSSESSION OF FIREARM PROHIBITED
9432,Eboni,Wharby,P.O. Box 150,Cost,TX,78614,409-947-4491,1,1977-03-18,28.54999653528096,up,PERSONAL CONDUCT ALCOHOLIC BEVERAGE DRUGS
9433,Jerrod,Aland,3499 Willow Boulevard,Bylas,AZ,85530,520-506-8831,0,1969-12-15,91.11009475450346,strong,IN PARK AFTER HOURS
9434,Jenay,Carroll,9781 Juniper St,Hazel Green,KY,41332,859-372-9434,1,1995-06-25,32.603973431736975,defensive,INTIM WIT VIC ABS FR LGL PRO
9435,Carman,Switzer,6331 Elderberry Boulevard,Monmouth,IA,52309,641-451-9176,1,1958-03-09,41.13417097287223,haughty,BUREAU OF PARK AND RECREATION RULES AND REGULATIONS ORD
9436,Isak,Peery,7925 Hickory St.,Southold,NY,11971,718-323-7563,0,1951-10-14,44.33269166993806,threatening,DEC BUS PRACT FALSE MIS STAT INVES
9437,Rudolf,Malmar,2670 Elderberry Ave.,Santa Barbara,CA,93106,559-674-9150,0,1951-04-26,65.46628086109466,talented,EXCEED 65 MPH ON OTHER FREEWAY BY 33 MPH
9438,Errik,Georgeau,74 Redwood Ave.,Dumas,TX,79029,832-891-1287,0,1968-11-01,66.93228300970338,haunted,BOROUGH ORDINANCE
9439,Teja,Astill,P.O. Box 8636,Tampa,FL,33609,321-037-6294,1,1975-06-02,14.17399191110892,tortured,SELL NONCONT SUBS SIMILAR TO CONT SUBST
9440,Ankit,Edmenson,5747 Yellowwood Ct,Grand Junction,CO,81502,719-057-4047,0,1970-03-11,90.62032271615645,self-conscious,ENDANGERING THE WELFARE OF CHILDREN
9441,Kyera,Scorah,2144 Magnolia Avenue,Phoenix,AZ,85055,520-140-9842,1,1992-10-26,32.6305149433355,hurt,VIOL BRAKE REGULATION
9442,Juliann,Caudell,3976 Tupelo Avenue,Washington,DC,20433,202-747-4032,1,1962-02-12,65.87979475328157,high,SEXUAL ABUSE OF CHILDREN DISSEMINATION OF PHOTO FILM OF CHILD SEX ACTS
9443,Caleb,Humpherson,P.O. Box 5757,Anaheim,CA,92806,209-477-6993,0,1950-03-07,66.36572591259774,ugly,EXCEED 25 MPH RESIDENCE DIST BY 30 MPH
9444,Kashmir,Girardengo,7330 Beech Ct,Weston,CT,06883,475-072-6965,1,1968-04-10,48.85753593074013,free,EXCEED SPEED LIMIT BY 15 MPH
9445,Carleigh,Magarrell,9534 Pear Boulevard,Mantua,NJ,08051,973-503-0035,1,1983-06-21,68.35316102993414,honored,ACC INVOLVING DEATH INJURY NOT PROPERLY LICENSED
9446,Daran,MacVicar,P.O. Box 1762,Bakersfield,CA,93305,213-651-3573,0,1964-08-30,48.31911589344562,inferior,INTENTIONALLY RECEIVES RETAINS OR DISPOSES OF A VETERAN MARKER OR ITEM
9447,Mariele,Zanetti,7417 Yellowwood Rd.,El Paso,TX,88581,430-387-1397,1,1972-12-31,56.4306096369469,liked,POSSESS CONTROL SUBS CONTRABAND INMATE
9448,Paraskevi,Stutter,2938 Maple Ln,Anaconda,MT,59711,406-325-6043,1,1992-08-25,16.2957247840243,discouraged,OPEN CONTAINER OF ALCOHOLIC BEVERAGES
9449,Araseli,O' Concannon,1788 Hickory Boulevard,Arlington,VA,22227,703-201-0359,1,1977-11-18,89.0000122235752,helpful,PANHANDLING INTERFERE WITH VEHICLE PED TRAFFIC
9450,Pietro,Bomb,5186 Locust St.,Dante,VA,24237,571-198-6881,0,1968-09-06,78.5194148247082,grateful,KENNEL CLASS C INTERIOR HEIGHT 6 INCHES HIGHER
9451,Baileigh,Tickner,5048 Larch Circle,Peralta,NM,87042,505-545-4994,1,1984-07-11,31.528501832183796,serene,HARASSMENT FOLLOW IN PUBLIC PLACE
9452,Vida,Ivanyukov,1241 Fir Ave.,Sacramento,CA,94234,559-450-0711,1,1968-07-11,17.571910006873086,cheerful,AGG IND ASSAULT W O CONSENT
9453,Ricco,Neighbour,6691 Beech Ct.,Mendon,NY,14506,845-495-5696,0,1952-03-17,88.04147006633094,lost,FALSE STATEMENT FALSIFY RETIREMENT SYSTEM RECORD
9454,Shaunna,Jehu,4858 Crabapple St.,Rio,WV,26755,681-287-5980,1,1956-06-22,32.12103386972076,outraged,LICENSE REQUIRED FOR SOLICITING
9455,Juliette,Gildersleaves,2053 Maple Road,Utica,MI,48317,989-609-0831,1,1976-01-16,37.37402185953375,distant,U TURNS PROHIBITED
9456,Natacha,Stitcher,7465 Locust Court,Arcadia,CA,91066,408-455-4433,1,1981-03-13,42.10265174039047,frustrated,SOLICITATION OF PASSENGERS BY DRIVER
9457,Callum,Bauduin,1095 Cypress Court,Unity,ME,04988,207-801-6650,0,1959-03-02,68.14102661131986,tired,EXCEED 65 MPH FOR ALL VEHICLES BY 60 MPH
9458,Tyrique,Sellner,1446 Palm Ct.,Natchez,MS,39121,662-242-6476,0,1984-09-07,17.14423070939126,puzzled,PENALTY FOR NONCOMPLIANCE
9459,Isaiah,Czaja,2970 Tupelo Road,Tyndall,SD,57066,605-188-4104,0,1991-01-22,10.590677519110404,resentful,OPEN CONTAINER
9460,Shatiqua,Camings,9961 Hickory Ln.,Middleboro,MA,02344,781-160-4479,1,1981-06-23,96.19033135708113,worthy,DISREGARD FLASHING WALK SIGNAL
9461,Antawan,Wardale,9139 Olive Way,New York,NY,10017,934-289-0024,0,1975-02-26,60.11250801815588,content,FALSE REPORTS TO POLICE
9462,Abbie,Golbourn,P.O. Box 9178,Nachusa,IL,61057,618-664-1830,1,1972-11-03,83.16357114647289,alive,DISCHARGING A WEAPON
9463,Abdallah,Beards,8128 Sassafras Boulevard,Cathlamet,WA,98612,253-482-5126,0,1954-12-12,89.39831161688912,sarcastic,EXCEED 65 MPH FOR ALL VEHICLES BY 16 MPH
9464,Nhung,Trippick,9431 Alder Ln.,Bendena,KS,66008,785-833-1457,1,1958-06-13,89.21617886768419,noticed,ATTEMPT SOLICITATION AND CONSPIRACY TO COMMIT MURDER UNBORN CHILD
9465,Edison,Orman,6839 Locust Way,Albuquerque,NM,87112,575-621-3774,0,1955-12-16,74.97278127355008,offended,KENNEL OWNERS FAIL CERTIFY VACC PROG
9466,Wynne,Doyley,9466 Sassafras Ln,Douglasville,GA,30154,706-093-2309,1,1992-09-16,97.79489228024694,petty,ACCESS TO FLOOD CONTROL SYSTEM REGULATED
9467,Lonell,Gillan,P.O. Box 3381,Riverside,CA,92515,909-451-2543,0,1994-02-12,88.01057706169397,uncanny,EMPLOYEE FALSE STMTS TO OBTAIN U C BENEFITS
9468,Lashaun,Wardesworth,P.O. Box 7637,Huddleston,VA,24104,434-909-1895,1,1957-03-26,52.45896933077809,ignored,PURC REC OF CONT SUBSTBY UNAUTH PER
9469,Alexsa,McArd,5150 Walnut Rd.,Pittsburgh,PA,15209,412-725-7411,1,1952-09-03,43.66708851846591,benevolent,FAIL TO OBTAIN KENNEL LICENSE
9470,Glendon,Cruse,P.O. Box 5898,Louisville,KY,40241,859-107-9828,0,1950-05-11,35.19131997443726,wounded,OPERATE BOAT DUI ADULT 10
9471,Nyle,More,5334 Elm Rd,Rochester,NY,14653,646-457-4923,0,1976-11-23,35.27422958002094,disgraced,PERMIT OBSCENE MAT TO ENTER CORRECTIONAL INST PRI
9472,Catlyn,Swoffer,7110 Poplar Ct.,Henderson,TX,75652,979-379-1952,1,1990-07-11,33.98954111509394,patient,DISORDERLY CONDUCT PROHIBITED UNREASONABLE NOISE
9473,Vincenzo,McCrorie,4391 Magnolia Ave,Driftwood,TX,78619,325-294-9206,0,1986-12-22,40.84531007603408,unappreciated,ILLEGAL PARK W I 20 FT OF CROSSWALK
9474,Cyndy,Cummungs,5097 Juniper Blvd.,Irvington,AL,36544,251-460-3199,1,1993-07-21,21.860557013441642,depressed,PEDESTRIAN FAIL TO YIELD
9475,Alexander,Wickey,7108 Sassafras Avenue,York,PA,17415,267-431-0820,0,1981-07-07,63.555723437262856,unconcerned,CARRY POSSES OPENED VESSEL WITH ALCOHOL IN BORO
9476,Oseas,Still,6795 Oak Ave,Battle Creek,MI,49015,906-531-6553,0,1981-08-26,98.34839672876116,critical,ELECTIONS CASH CONTRIBUTIONS
9477,Letoya,Sigmund,2072 Dogwood Road,Jamaica,NY,11431,631-243-4612,1,1982-07-08,95.55026958129677,protected,DEALING IN OFFICIAL TRAFFIC CONTROL DEVICES ETC
9478,Rochel,Hulburt,3823 Spruce Lane,Zenda,KS,67159,316-980-2223,1,1981-06-07,46.73059582361678,reconciled,USE DISCLOSE EXISTENCE OF WIRETAP ORDER
9479,Anquette,McBryde,7252 Larch Ave,Martins Creek,PA,18063,412-731-4019,1,1980-08-15,10.383386467634367,enraged,INTIM WIT VIT REFRAIN FROM REPORT
9480,Breda,Jewkes,4513 Spruce Ln.,Cherry Point,NC,28533,252-702-4753,1,1956-10-27,54.42930817391612,dignified,DUI SOLVENT OR NOXIOUS SUBSTANCE
9481,Ladaisha,Amner,P.O. Box 8264,Castle Hayne,NC,28429,828-888-0392,1,1980-11-19,20.525614615480407,numb,LOITERING FOR UNLAWFUL PURPOSES
9482,Shanea,Dagworthy,P.O. Box 275,Loda,IL,60948,312-161-5995,1,1954-01-07,97.50291158152979,yearning,LOITERING PROHIBITED
9483,Delissa,Necolds,3130 Maple Circle,Grafton,WI,53024,608-656-8701,1,1972-02-12,51.19394336896517,alive,ILLEGAL USE OF HORN
9484,Kristofor,Durand,5265 Crabapple Circle,Cincinnati,OH,45271,513-393-3955,0,1993-08-06,18.74480537863581,needed,POSSESSION OF FIREARM BY MINOR
9485,Tarick,Johnsee,1879 Maple Rd.,Miami,FL,33178,352-201-8684,0,1992-05-11,73.95932884285125,intimate,EXCEED MAX SPEED LIM ESTB BY 49 MPH
9486,Lai,McKag,P.O. Box 2148,Allentown,PA,18105,223-405-8888,1,1950-11-17,41.22015136903422,discouraged,POSSESSING INSTRUMENT OF CRIME UNLAWFUL BODY ARMOR
9487,Cote,Dossettor,7690 Yellowwood Way,Lorimor,IA,50149,515-143-0652,0,1980-03-09,78.19859357081076,caustic,EXCEED 35 MPH IN URBAN DIST BY 9 MPH
9488,Magdaleno,Winsper,5994 Redwood Rd,Sandy Creek,NY,13145,585-217-0622,0,1952-09-05,72.28805167871452,ugly,EXCEED MAX SPEED LIM ESTB BY 56 MPH
